COMMENTS: Created on the 05/12/05
COMMENTS: Axes are: Energy and Angle
COMMENTS: PDFs are: Cut Value and TKR Plane (3x16)
COMMENTS: Parameters are: CAL Last Layer Coefficient(1), Log Normal Parameters(4)
COMMENTS: Log Normal Parameters are: Norm, MPV, Width, Tail
#PDFs: 32 #Parameters: 5
AXES:
2
2.07984e-10 1.06358 104.764 33.2881 -0.469449 
0.119629 0.985657 154.623 39.6544 -0.195003 
5.19544e-09 0.98494 161.642 38.7263 -0.272144 
1.84619e-09 0.99835 171.223 38.9918 -0.353843 
0.0675652 1.00023 176.069 39.2434 -0.395686 
1.84619e-09 0.991752 184.284 38.0886 -0.508621 
1.30623e-10 0.980842 306.462 52.0123 -0.257772 
0.60904 0.981507 320.507 51.3709 -0.288133 
2.65079e-10 0.979631 326.927 49.4177 -0.34809 
0.347498 0.971942 335.032 50.6063 -0.372591 
0.0186999 0.924941 340.61 46.3868 -0.406205 
0.389279 0.975074 630.422 71.7688 -0.283873 
0.0620278 0.974729 631.148 70.3154 -0.308273 
0.528193 0.976935 657.192 69.945 -0.37627 
1.35597e-10 0.963259 644.254 70.9162 -0.359974 
0.0665202 0.930725 659.586 66.9912 -0.451493 
0.481006 0.973561 714.468 78.0382 -0.290905 
1.73995e-10 0.981454 712.084 75.5972 -0.336944 
0.481322 0.962494 736.947 71.9914 -0.370351 
0.407225 0.968655 738.019 73.637 -0.405828 
0.770638 0.914959 763.626 72.1661 -0.445713 
0.270781 0.972026 1515.56 116.968 -0.279492 
0.825257 0.977419 1564.12 116.527 -0.335809 
0.725819 0.964587 1563.94 116.027 -0.368244 
0.963771 0.958808 1579.52 121.489 -0.368152 
1.05731 0.933517 1597.01 122.916 -0.41997 
2.22394e-10 0.981917 2312.65 147.048 -0.336479 
0.720181 0.968868 2373.1 152.333 -0.318894 
0.973756 0.963914 2399.81 158.723 -0.33376 
1.26907 0.955411 2432.34 163.881 -0.359827 
1.61468 0.949393 2501.12 177.548 -0.431878 
0.836974 0.96905 4069.77 213.633 -0.335127 
1.08619 0.973793 4090.8 236.426 -0.372058 
1.80099 0.963762 4246.29 254.986 -0.35745 
1.72745 0.955984 4196.31 259.405 -0.341807 
2.1262 0.958145 4303.66 300.634 -0.390628 
1.47579 0.978216 7697.66 370.592 -0.416182 
1.68174 0.962445 7687.61 395.419 -0.366314 
2.50398 0.964743 8071.4 454.236 -0.394977 
2.84708 0.951547 8176.34 481.614 -0.316653 
2.74304 0.960229 8095.94 530.827 -0.403589 
1.71943 0.974718 8707.17 400.944 -0.442664 
1.68424 0.974094 8564.2 452.013 -0.425884 
2.09622 0.968255 8692.27 491.571 -0.419383 
2.70657 0.960627 9010.35 532.142 -0.362613 
2.87373 0.953871 9056.79 592.066 -0.369775 
2.50219 0.940771 18401.5 788.998 -0.467195 
2.58176 0.953208 18328 883.984 -0.527138 
3.08572 0.952743 18610.2 1029.43 -0.390247 
3.86653 0.955778 19655 1169.74 -0.420796 
4.85937 0.955651 20887.5 1463 -0.310036 
3.35019 0.914608 29419.6 1306.09 -0.433683 
3.49307 0.946481 29333.1 1463.3 -0.473659 
5.48459 0.933362 33727.7 1988.52 -0.390946 
4.989 0.952891 31875 2064.7 -0.335457 
4.88139 0.951135 31339.8 2169.78 -0.363903 
4.22337 0.892127 52439.4 2484.11 -0.395325 
5.4093 0.907259 56467.9 3166.74 -0.347187 
6.77531 0.900753 61342.9 3631.79 -0.309787 
6.71916 0.944324 60107.9 4085.56 -0.339665 
6.02513 0.947693 56430.8 4146.4 -0.37081 
PDF: Cut Value 1 and TKR Plane 2
1.84619e-09 0.974203 169.256 8.1622 -0.409464 
0.289248 0.975714 170.067 8.69057 -0.394118 
0.232683 0.96755 169.782 9.00228 -0.417504 
0.446103 0.965544 170.123 9.50685 -0.378309 
0.343198 0.967203 169.585 9.70842 -0.381929 
0.39256 0.97564 260.584 11.5704 -0.409607 
0.39126 0.969588 258.941 12.6728 -0.333478 
0.462844 0.972365 259.138 13.4134 -0.389147 
0.501582 0.968593 258.181 14.1047 -0.373249 
0.421252 0.973278 258.081 14.2655 -0.447755 
0.639136 0.975266 442.239 18.6684 -0.367801 
0.509123 0.970131 438.201 20.2105 -0.408089 
0.606173 0.965486 436.297 22.5057 -0.366124 
0.638755 0.97839 434.564 23.6444 -0.389845 
0.669097 0.960974 433.53 24.7153 -0.38173 
0.640229 0.977069 798.979 33.1146 -0.372162 
0.782854 0.973248 796.929 35.9089 -0.413791 
0.807882 0.966362 786.305 41.8224 -0.345257 
0.963447 0.976156 788.607 44.8839 -0.372701 
0.863277 0.960502 780.946 45.0132 -0.377927 
0.627256 0.974712 887.285 36.7801 -0.388992 
0.779293 0.956622 883.292 39.845 -0.357872 
0.899599 0.962495 877.122 47.0338 -0.345949 
1.03009 0.968012 872.107 50.0262 -0.301529 
1.02311 0.947914 869.682 51.5502 -0.285747 
1.06992 0.964741 1793.18 73.8978 -0.308877 
1.18394 0.961621 1776.6 85.2996 -0.317058 
1.39372 0.956107 1771.56 95.7553 -0.326092 
1.55892 0.957943 1770.48 105.57 -0.289716 
1.81693 0.949682 1794.75 111.454 -0.311059 
1.31744 0.958344 2704.11 114.09 -0.303526 
1.45112 0.949993 2681.91 126.383 -0.294744 
1.66201 0.938954 2669.96 141.889 -0.269317 
1.9386 0.970284 2703.93 165.827 -0.315164 
2.19043 0.953219 2738.6 174.714 -0.323395 
1.61288 0.955509 4543.48 189.498 -0.316963 
1.89996 0.946041 4563 219.053 -0.318124 
2.08688 0.96314 4531.46 257.321 -0.326306 
2.35764 0.962256 4576.08 293.602 -0.352856 
2.7518 0.941986 4685.08 318.474 -0.253415 
2.08781 0.95372 8359.68 360.104 -0.298995 
2.51281 0.941427 8458.78 436.091 -0.278039 
2.88236 0.966348 8574.49 503.982 -0.409618 
3.28111 0.944776 8723.26 563.467 -0.313479 
3.28697 0.956049 8696.1 640.61 -0.365599 
2.37615 0.942859 9508.76 393.995 -0.37769 
2.76432 0.954876 9644.83 467.439 -0.412429 
3.19435 0.953152 9736.28 602.911 -0.310524 
3.41339 0.955357 9766.58 645.197 -0.311069 
3.73801 0.942383 10003.8 700.185 -0.285857 
3.1102 0.916482 19896.7 917.36 -0.349884 
3.40936 0.940356 19908.6 1124.8 -0.312169 
4.5402 0.965393 21560.5 1472.33 -0.402305 
5.23535 0.943099 22365.1 1603.96 -0.315432 
6.16149 0.934238 23962.4 1820.08 -0.286833 
4.06795 0.936817 32174.1 1568.83 -0.340284 
6.03797 0.908152 37016.8 2129.02 -0.277342 
5.89946 0.892894 35679.8 2389.32 -0.332046 
6.05012 0.936733 35089.4 2853.49 -0.279091 
6.78808 0.928746 37431 2993.1 -0.378115 
4.9891 0.89799 57635.3 2755.99 -0.356394 
7.2511 0.921743 67168.8 4344.01 -0.297528 
7.76323 0.908509 67284.6 5149.1 -0.268448 
6.54221 0.967077 59670.9 5427.06 -0.455839 
7.75933 0.915523 65820.5 5501.92 -0.46645 
PDF: Cut Value 1 and TKR Plane 3
0.00885711 0.984633 160.697 10.0147 -0.370132 
0.0413017 0.988674 161.901 9.88854 -0.409251 
0.190749 0.981327 162.995 9.88591 -0.423417 
0.218563 0.9769 162.85 10.1228 -0.382294 
0.188013 0.982505 162.496 10.5301 -0.391102 
0.152057 0.98461 249.945 12.747 -0.352692 
0.316748 0.984185 252.119 13.0725 -0.400301 
0.330608 0.973638 251.015 13.8439 -0.362894 
0.32196 0.972557 251.986 13.7797 -0.440075 
0.427767 0.977056 251.516 14.7458 -0.402976 
0.381155 0.976848 429.596 18.8695 -0.335138 
0.443454 0.976623 429.378 20.3241 -0.363696 
0.487646 0.965427 426.88 21.928 -0.318623 
0.514686 0.973774 426.694 23.5085 -0.375235 
0.549957 0.965066 425.936 23.5513 -0.358735 
0.610986 0.966772 789.395 31.6888 -0.344298 
0.691012 0.967839 786.267 34.9583 -0.340823 
0.787437 0.966949 781.654 39.5334 -0.352901 
0.831321 0.965469 776.72 42.3422 -0.332699 
0.9172 0.96579 778.415 44.5238 -0.356043 
0.691961 0.962644 880.087 34.1454 -0.324593 
0.621146 0.973226 872.768 39.7694 -0.413592 
0.66646 0.969952 865.891 43.8835 -0.398254 
0.916565 0.975455 868.62 48.0049 -0.379407 
0.986604 0.963823 866.633 50.4005 -0.36926 
0.952232 0.965183 1777.9 70.2698 -0.355025 
1.13482 0.968779 1775.67 79.3056 -0.353094 
1.37198 0.9694 1770.56 90.845 -0.330792 
1.40577 0.964791 1759.83 97.2878 -0.354268 
1.34565 0.968901 1742.91 106.206 -0.364867 
1.42387 0.969279 2721.06 110.107 -0.334691 
1.36402 0.955818 2671.8 120.811 -0.29985 
1.54741 0.952207 2662.02 139.647 -0.298288 
1.82617 0.953093 2677.87 152.933 -0.289573 
1.73362 0.953779 2655.98 157.609 -0.375731 
1.6887 0.951165 4552.41 183.974 -0.219852 
1.81367 0.961207 4538.79 213.635 -0.354948 
2.04894 0.955423 4531.43 245.835 -0.349092 
2.43196 0.951424 4597.17 272.951 -0.272235 
2.43307 0.947915 4589.08 287.711 -0.336216 
2.28456 0.957385 8480.22 345.296 -0.256382 
2.60452 0.948272 8556.01 406.63 -0.288366 
3.05881 0.947769 8696.06 486.789 -0.236873 
3.13584 0.955028 8657.05 530.635 -0.331914 
3.53751 0.945061 8926.17 565.904 -0.36268 
2.51695 0.936287 9568.76 389.956 -0.231312 
2.53452 0.944414 9433.38 439.075 -0.341089 
3.34489 0.950271 9906.71 564.699 -0.3285 
3.40166 0.956202 9790.98 602.333 -0.313167 
4.17609 0.941287 10374.8 702.421 -0.259641 
3.30859 0.901168 20157.7 880.495 -0.265728 
4.01664 0.939402 21095.7 1065.59 -0.321685 
4.91006 0.942348 22176.6 1385.75 -0.29538 
5.10029 0.94813 22197.3 1503.98 -0.336082 
5.94818 0.923947 23535.8 1654.12 -0.246907 
4.28594 0.952484 32806.5 1489.23 -0.344852 
5.40062 0.943465 35149.9 1919.12 -0.296101 
7.63518 0.930192 40644.2 2726.61 -0.282707 
5.58185 0.933949 33967.4 2443.46 -0.324137 
7.7666 0.902721 40032.7 3047.14 -0.195375 
5.10863 0.926797 58188.4 2906.15 -0.343276 
7.64036 0.931199 69217.4 3963.57 -0.324977 
7.66083 0.930228 67603.1 4704.09 -0.437482 
7.80043 0.931961 66099.1 5351.89 -0.36778 
7.88888 0.907337 67001.8 5224.67 -0.471814 
PDF: Cut Value 1 and TKR Plane 4
1.84619e-09 0.983044 150.846 12.4303 -0.334482 
1.28975e-10 0.986259 153.043 11.8005 -0.361568 
0.233711 0.98625 155.394 11.6623 -0.394323 
0.0752974 0.983707 154.686 11.5247 -0.352095 
8.86729e-11 0.98614 154.641 11.7652 -0.37117 
1.52154e-10 0.993684 239.372 15.5576 -0.339122 
0.199546 0.994001 241.863 15.2346 -0.363696 
0.183566 0.981383 241.992 15.2832 -0.34525 
0.349648 0.981056 243.717 15.3941 -0.359498 
0.232232 0.985577 242.437 15.8334 -0.374041 
0.270013 0.978951 418.033 20.4832 -0.34031 
0.323867 0.978204 418.487 21.595 -0.345052 
0.388714 0.980241 418.546 22.5805 -0.365131 
0.48899 0.98253 419.156 23.9876 -0.386688 
0.474304 0.973124 417.477 24.3463 -0.351683 
0.514063 0.973501 774.121 32.6445 -0.29215 
0.614785 0.969099 773.825 35.2528 -0.317989 
0.681457 0.966914 770.838 38.221 -0.347568 
0.760511 0.975373 769.565 41.5356 -0.370255 
0.851656 0.962433 767.312 43.167 -0.2921 
0.562362 0.959 864.694 34.3902 -0.308741 
0.653775 0.969543 864.087 37.4993 -0.354172 
0.813078 0.972782 860.463 44.2502 -0.299293 
0.824609 0.97569 859.505 44.9755 -0.40717 
0.844582 0.962209 853.869 47.3626 -0.314761 
0.998828 0.964128 1772.49 68.6588 -0.307878 
1.05864 0.973424 1759.36 77.1828 -0.343295 
1.25544 0.95724 1752.83 84.6302 -0.314812 
1.37103 0.958754 1740.14 96.0185 -0.23433 
1.28795 0.959714 1737.15 97.7738 -0.369812 
1.24072 0.964575 2679.08 101.83 -0.300304 
1.39055 0.964856 2679.99 114.555 -0.349595 
1.48661 0.958232 2651.34 133.418 -0.340683 
1.76439 0.968198 2667.07 151.281 -0.316954 
1.79969 0.958014 2662.03 157.313 -0.312314 
1.65067 0.948499 4560.18 162.909 -0.322786 
1.81205 0.939913 4541.31 192.5 -0.284504 
2.08343 0.953761 4561.33 227.374 -0.350006 
2.40449 0.959781 4605.5 254.445 -0.324522 
2.42603 0.947046 4585.42 268.722 -0.292378 
2.18532 0.941889 8430.28 327.619 -0.249712 
2.4704 0.942993 8485.39 369.249 -0.349957 
2.99606 0.96333 8680.19 463.919 -0.363638 
3.11264 0.959871 8634.73 515.169 -0.299816 
3.31953 0.953046 8746.16 544.472 -0.33263 
2.32558 0.936244 9448.12 356.809 -0.270105 
2.58136 0.945316 9468.11 425.612 -0.291404 
3.03196 0.947631 9631.82 521.485 -0.3176 
3.23473 0.948074 9643.67 579.427 -0.266342 
3.56557 0.94724 9905.58 638.441 -0.31588 
3.07193 0.904868 19819.3 757.912 -0.242893 
3.44075 0.952251 20030.6 1015.22 -0.276262 
3.77396 0.951066 20153.3 1152.17 -0.355091 
5.08935 0.954548 22197.9 1409.38 -0.321072 
5.33092 0.956346 22478.9 1554.67 -0.329013 
3.34954 0.9283 30295 1202.89 -0.375563 
4.39865 0.929284 32229.3 1601.11 -0.25385 
5.38219 0.933917 34316.7 2041.41 -0.392715 
6.43634 0.943157 36664.6 2514.01 -0.332309 
7.75157 0.904315 40258.8 2751.01 -0.263855 
5.82919 0.905254 61593.8 2842.13 -0.317117 
5.60418 0.924743 59036.9 3344.84 -0.363308 
7.60949 0.935777 67324.9 4273.46 -0.394773 
7.79497 0.946635 66631 4990.94 -0.40547 
7.84064 0.91108 66461 5170.79 -0.340629 
PDF: Cut Value 1 and TKR Plane 5
1.84619e-09 0.986021 140.607 15.3454 -0.306564 
1.84619e-09 0.990154 144.013 14.426 -0.355152 
1.84619e-09 0.991528 145.903 13.9173 -0.356197 
1.80029e-09 0.99072 146.724 13.6249 -0.353419 
0.0433916 0.989213 146.902 13.601 -0.366881 
1.85327e-10 0.988875 227.382 18.528 -0.329981 
4.12948e-09 0.99401 230.854 17.5806 -0.349392 
1.28609e-10 0.991544 231.479 17.2133 -0.330238 
0.141748 0.990181 233.08 17.5645 -0.336158 
0.124682 0.981632 233.207 16.9956 -0.348958 
1.34563e-10 0.986307 401.334 24.2726 -0.306811 
0.434271 0.986626 408.482 23.6298 -0.324931 
0.474877 0.977767 408.508 24.2972 -0.277887 
0.419383 0.980099 407.551 25.2423 -0.30335 
0.409428 0.974371 406.78 24.9316 -0.33247 
0.46133 0.977025 759.912 34.3093 -0.317979 
0.51469 0.968872 758.473 36.2377 -0.29521 
0.667107 0.964261 758.456 38.5606 -0.285872 
0.744668 0.97625 759.331 41.057 -0.348915 
0.59234 0.971282 751.551 41.6311 -0.349576 
0.438325 0.966284 843.114 37.125 -0.261811 
0.517554 0.971409 846.611 38.3988 -0.357244 
0.714253 0.962222 848.689 41.9844 -0.348534 
0.672871 0.972694 842.491 44.8597 -0.356399 
0.808458 0.958002 840.999 47.1544 -0.263912 
0.841984 0.962684 1743.79 66.1114 -0.330445 
0.9803 0.955271 1736.21 73.2375 -0.275826 
1.05369 0.954059 1724.92 81.301 -0.300484 
1.30237 0.963124 1739.26 88.4522 -0.359196 
1.40343 0.966491 1742.06 95.1568 -0.341122 
0.984977 0.966001 2632.08 98.0419 -0.324868 
1.28325 0.96415 2649.26 111.578 -0.328023 
1.55271 0.966055 2656.42 132.163 -0.324401 
1.53338 0.958013 2628.19 134.172 -0.334229 
1.81658 0.955382 2662.93 143.722 -0.315921 
1.48626 0.946385 4490.72 158.279 -0.255887 
1.70998 0.951305 4507.17 184.443 -0.313603 
1.99869 0.945692 4519.83 212.61 -0.298628 
2.18449 0.96062 4529.03 240.838 -0.30804 
2.28707 0.948988 4540.21 256.827 -0.283067 
2.02283 0.941641 8327.92 293.395 -0.297429 
2.4306 0.957832 8438.4 370.172 -0.277435 
2.71254 0.951272 8492.12 420.366 -0.347206 
3.01255 0.942612 8581.71 457.131 -0.316088 
3.33424 0.946036 8739.39 520.414 -0.293353 
2.18962 0.941767 9366.92 334.656 -0.334019 
2.50395 0.957062 9410.75 416.809 -0.288932 
2.74325 0.957323 9432.05 482.316 -0.368966 
3.2494 0.948373 9681.68 550.82 -0.304319 
3.63855 0.948758 9947.82 602.363 -0.324385 
2.56214 0.937195 19062.1 712.696 -0.419031 
3.40982 0.924069 19979.3 880.148 -0.256251 
4.17868 0.949782 20848.8 1131.45 -0.303098 
4.24112 0.947177 20667.9 1278.3 -0.351121 
5.36178 0.940455 22522 1442.52 -0.317409 
4.0957 0.919316 32051.1 1289.42 -0.2534 
3.89746 0.914375 30970 1403.32 -0.281693 
5.77462 0.927351 35364.2 1938.04 -0.28967 
6.00259 0.94303 35283.9 2324.06 -0.280339 
7.43094 0.92976 39001.1 2747.9 -0.242139 
4.21008 0.934883 53909.2 2260.01 -0.431064 
5.38826 0.93266 58247.6 2865.48 -0.379961 
6.76358 0.922817 62637.3 3880.59 -0.310874 
7.25987 0.936713 63599.9 4512.45 -0.284092 
7.36826 0.910074 64308.2 4648.15 -0.367838 
PDF: Cut Value 1 and TKR Plane 6
1.84619e-09 0.975785 132.943 17.1357 -0.284487 
1.84619e-09 0.972362 136.096 16.4789 -0.240329 
0.0741353 0.981393 139.594 15.5965 -0.298024 
0.212709 0.976501 142.071 15.125 -0.350643 
1.45043e-10 0.976541 141.546 14.6352 -0.373606 
1.61969e-10 0.966978 218.145 19.8282 -0.245317 
1.84619e-09 0.992753 223.052 19.2711 -0.360885 
0.232886 0.987784 226.229 18.9534 -0.346432 
0.2766 0.982012 227.715 18.7766 -0.3115 
0.0319885 0.97576 226.49 18.72 -0.344248 
6.51696e-10 0.995542 392.035 25.9316 -0.335083 
0.279117 0.980154 397.005 25.7229 -0.294077 
0.0863027 0.990029 395.736 25.686 -0.335721 
1.56548e-10 0.981741 397.437 25.5473 -0.397878 
0.434558 0.972175 401.602 25.8927 -0.344087 
0.251481 0.971061 740.242 36.1357 -0.232195 
0.420819 0.989125 746.717 39.0245 -0.323611 
0.562279 0.980001 748.419 40.583 -0.325626 
0.585266 0.966489 743.823 40.0976 -0.28285 
0.482366 0.972707 741.337 43.2655 -0.378239 
0.318059 0.976224 833.866 38.5472 -0.377241 
0.472826 0.953202 833.994 38.2397 -0.263643 
0.29676 0.93537 824.296 41.6834 -0.314821 
0.692636 0.968761 835.706 45.024 -0.355803 
0.99891 0.969089 838.316 50.0471 -0.232212 
0.588104 0.95286 1708.15 64.2456 -0.274568 
1.03553 0.986149 1736.85 76.7798 -0.346735 
1.02012 0.945883 1713.52 80.4806 -0.29497 
1.1333 0.953734 1714.98 87.7943 -0.356743 
1.34738 0.932365 1724.41 91.8494 -0.241428 
0.953112 0.950895 2608.44 94.8828 -0.28434 
1.13712 0.95888 2621.21 107.443 -0.365822 
1.59603 0.968075 2649.83 130.415 -0.317036 
1.83013 0.961309 2671.69 143.019 -0.275846 
1.63591 0.944932 2637.94 130.049 -0.396722 
1.51672 0.947634 4501.77 156.124 -0.335726 
1.65724 0.945177 4464.79 190.375 -0.251768 
1.86793 0.946654 4462.39 209.948 -0.276187 
2.04188 0.943176 4483.13 231.021 -0.317692 
2.4528 0.931305 4595.62 255.246 -0.323346 
1.81031 0.934315 8161.33 275.584 -0.235371 
2.33505 0.95687 8394.19 345.173 -0.38026 
2.47239 0.954681 8347.35 394.058 -0.362586 
3.00356 0.930595 8572.02 426.385 -0.299085 
3.39075 0.936134 8781.08 481.144 -0.280615 
2.08295 0.962319 9264.6 330.548 -0.308347 
2.41713 0.935557 9358.72 374.497 -0.278942 
2.74455 0.931524 9411.67 451.387 -0.296462 
3.43483 0.961766 9793.32 559.414 -0.255796 
3.15961 0.927313 9549.27 549.387 -0.289163 
3.0187 0.876912 19753.5 728.61 -0.231053 
3.10368 0.928705 19380.5 891.472 -0.293811 
3.90694 0.919423 20436.8 966.853 -0.388946 
4.47476 0.924941 21016 1189.85 -0.239899 
4.69865 0.900576 21270.3 1269.02 -0.236196 
3.14645 0.912318 29634.1 1175.45 -0.33125 
3.83511 0.898396 30708.8 1491.06 -0.328991 
4.88099 0.90926 32707.5 1836.44 -0.285792 
4.91903 0.913626 32777.5 1715 -0.544655 
7.09694 0.917582 38217.8 2527.16 -0.309899 
4.94122 0.910413 56952.1 2442.58 -0.256449 
4.80081 0.927153 55231.6 2794.55 -0.340595 
5.83969 0.85918 57346.7 3987.55 -0.127134 
5.8317 0.855032 57197 3819.27 -0.279367 
5.16413 0.892396 53424.2 4370.86 -0.37143 
PDF: Cut Value 1 and TKR Plane 7
0.174763 0.989032 129.655 19.1795 -0.297417 
3.5648e-09 0.968921 131.306 17.7145 -0.229762 
1.84619e-09 0.98344 136.486 16.3727 -0.314206 
1.45323e-10 0.97349 137.752 15.5838 -0.303883 
1.84619e-09 0.981619 137.804 15.8138 -0.271011 
0.0903183 0.981807 214.432 21.4375 -0.334831 
1.84619e-09 0.985416 219.227 19.6843 -0.405828 
0.0236968 0.982605 220.354 19.7836 -0.272847 
0.414534 0.975129 225.022 19.4081 -0.251065 
1.84619e-09 0.964308 222.101 19.3283 -0.278031 
0.394171 0.989141 389.174 28.4776 -0.241251 
0.338733 0.97864 391.802 26.737 -0.288514 
1.14878e-10 0.97951 391.401 26.3202 -0.323543 
0.294979 0.970889 395.271 26.5092 -0.246393 
0.502461 0.981436 397.491 27.748 -0.318036 
1.79102e-10 0.979358 729.535 37.5364 -0.299881 
0.34155 0.984246 737.598 39.0042 -0.303241 
0.618109 0.978276 744.772 40.6888 -0.290847 
0.543836 0.970503 739.095 41.2238 -0.268314 
0.455795 0.964236 734.709 43.3363 -0.305063 
1.22004e-10 0.990756 818.325 42.7061 -0.324276 
0.675031 0.969198 835.285 40.6819 -0.305604 
0.577813 0.970009 829.797 43.1963 -0.312455 
0.531817 0.961742 824.217 45.1029 -0.31917 
0.524408 0.96886 822.982 48.7624 -0.337025 
0.652884 0.947862 1706.48 64.3653 -0.233467 
0.978512 0.969374 1713.66 74.3777 -0.24661 
0.958781 0.966205 1714.47 79.0031 -0.428493 
1.07121 0.963474 1703.92 82.7278 -0.260998 
1.48964 0.947651 1741.85 89.5857 -0.335314 
0.750363 0.954771 2578.81 94.7613 -0.265342 
1.15551 0.96951 2607.19 108.317 -0.245258 
1.3093 0.955412 2607.09 118.517 -0.347111 
1.40942 0.952051 2604.94 125.813 -0.359095 
1.73987 0.937465 2631.53 139.921 -0.248802 
1.37277 0.946666 4441.33 161.701 -0.284803 
1.73926 0.941262 4511.44 178.907 -0.362235 
1.83865 0.949514 4456.56 210.992 -0.292356 
2.0851 0.932136 4486.39 217.991 -0.271353 
2.47385 0.939259 4580.09 253.593 -0.202105 
1.83388 0.952583 8207.03 291.098 -0.329723 
2.07779 0.944029 8226.51 316.297 -0.355129 
2.32715 0.955564 8218.09 399.775 -0.337982 
2.88647 0.917488 8501.08 411.704 -0.275569 
2.77188 0.937041 8431.48 452.409 -0.408783 
1.90399 0.926098 9123.29 337.139 -0.275796 
2.31486 0.955498 9323.21 357.869 -0.416312 
2.58046 0.930379 9300.39 434.576 -0.294348 
3.17932 0.97455 9645.4 526.055 -0.355498 
3.64315 0.929083 9936.16 544.893 -0.338699 
3.20688 0.928475 19939.7 734.462 -0.256005 
3.34016 0.919284 19946.4 737.499 -0.413052 
3.61191 0.912053 19850.9 973.651 -0.293142 
5.03757 0.943223 21897.4 1236.16 -0.227453 
5.14952 0.927437 22144.1 1291.14 -0.305221 
2.76855 0.859927 28778.2 936.297 -0.29012 
4.29839 0.902961 31861.8 1465.64 -0.192295 
4.53928 0.884701 32032.6 1701.32 -0.322195 
5.09902 0.89492 32819.7 1801 -0.200148 
5.41199 0.929085 33437.7 2215.97 -0.296649 
4.04676 0.856159 52721 2069.86 -0.274617 
4.76068 0.914648 55669.1 2251.28 -0.528202 
5.87886 0.903029 59219.5 3345.85 -0.390153 
5.7551 0.875788 56794.9 3462.69 -0.278962 
7.94543 0.89794 67523.4 4234.22 -0.4408 
PDF: Cut Value 1 and TKR Plane 8
0.145243 0.982067 124.575 20.5861 -0.245887 
1.84619e-09 0.986958 128.217 18.6211 -0.262053 
2.5155e-10 0.986292 134.376 16.989 -0.395542 
1.84619e-09 0.97337 135.338 16.0771 -0.295729 
1.84619e-09 0.975837 136.496 15.9667 -0.357636 
1.84619e-09 0.972915 207.136 22.834 -0.206234 
0.0430688 0.985387 212.729 21.9254 -0.294544 
1.84619e-09 0.980302 217.267 19.9529 -0.293058 
1.38628e-10 0.976615 220.239 19.5765 -0.286475 
0.408185 0.9802 222.078 20.2479 -0.273864 
0.0567087 0.988808 381.981 29.0285 -0.326525 
0.273194 0.984135 384.749 27.7515 -0.231077 
0.159818 0.984367 388.756 27.0538 -0.307036 
0.437224 0.975756 394.07 26.8029 -0.268224 
0.0988881 0.973162 389.897 26.7763 -0.317425 
0.280367 0.968883 726.651 39.6154 -0.192089 
0.570775 0.978875 735.252 40.7902 -0.240928 
0.524911 0.979329 737.193 41.1995 -0.295701 
0.673881 0.936363 740.292 38.7993 -0.231218 
0.719309 0.968548 741.869 43.6538 -0.322316 
1.84619e-09 0.990613 809.883 44.3012 -0.269424 
0.348685 0.98859 817.557 43.2338 -0.298613 
0.715628 0.9721 826.531 42.5061 -0.242397 
0.545405 0.974751 823.263 45.0037 -0.319869 
0.705958 0.95606 822.893 47.9759 -0.246792 
0.697393 0.971235 1701.65 68.5938 -0.253231 
0.755744 0.969676 1692.32 72.2197 -0.287071 
0.937319 0.96022 1695.33 81.2474 -0.283684 
1.11127 0.957476 1707.98 86.921 -0.33858 
1.2597 0.965663 1712.54 94.7464 -0.331718 
0.964923 0.959579 2598.34 96.1302 -0.27594 
1.0617 0.960997 2597.57 105.435 -0.367719 
1.59413 0.957997 2646.79 122.879 -0.336574 
1.5739 0.968439 2627.83 127.814 -0.305113 
1.69571 0.940245 2631.85 140.688 -0.296155 
1.38403 0.942045 4444.24 155.505 -0.278067 
1.64412 0.949419 4457.34 180.128 -0.278691 
1.87642 0.940519 4458.57 193.361 -0.296489 
2.15978 0.922519 4470.55 222.84 -0.165456 
2.29357 0.930237 4547.06 229.996 -0.302237 
1.87245 0.926847 8211.34 273.933 -0.270168 
2.27771 0.928172 8327.86 328.842 -0.272666 
2.56333 0.940963 8380.86 386.088 -0.307996 
2.70029 0.942608 8360.9 417.254 -0.311117 
3.1462 0.934755 8594.6 474.095 -0.270999 
2.13129 0.918959 9240.33 306.679 -0.162384 
1.9738 0.91655 9043.23 351.133 -0.297959 
2.47462 0.950079 9224.62 443.86 -0.347733 
2.93202 0.944323 9459.94 482.503 -0.356615 
3.33579 0.950543 9730.39 533.863 -0.379706 
3.04191 0.930962 19750.9 722.175 -0.272566 
3.29512 0.914117 19881.1 786.125 -0.359043 
3.65149 0.966482 20082.9 1006.25 -0.465601 
3.56251 0.916524 19524.3 1058.65 -0.311746 
4.52847 0.92655 21045.2 1182.08 -0.392517 
3.59073 0.905694 30819 1091.77 -0.246954 
4.48124 0.91024 32382.3 1424.83 -0.259952 
4.54832 0.906674 31954.3 1740.44 -0.238619 
7.86826 0.86685 40365 2123.94 -0.281382 
6.08896 0.872071 35241.8 2093.2 -0.230925 
4.404 0.874658 54254.8 2052.7 -0.148242 
5.10708 0.884822 56272.3 2950.86 -0.19662 
5.76691 0.852769 58358.7 3319.2 -0.305233 
6.41213 0.89487 60277.1 3910.37 -0.357399 
7.94449 0.853009 66744.3 4385.42 -0.271703 
PDF: Cut Value 1 and TKR Plane 9
