COMMENTS: Created on the 05/12/05
COMMENTS: Axes are: Energy and Angle
COMMENTS: PDFs are: Cut Value and TKR Plane (3x16)
COMMENTS: Parameters are: CAL Last Layer Coefficient(1), Log Normal Parameters(4)
COMMENTS: Log Normal Parameters are: Norm, MPV, Width, Tail
#PDFs: 32 #Parameters: 5
AXES:
2
0.441169 0.972586 368.988 38.7784 -0.387213 
0.325624 0.967019 370.72 37.3723 -0.388937 
1.99305e-10 0.964747 368.43 38.8219 -0.382718 
0.526736 0.934201 381.629 37.6215 -0.466185 
0.433778 0.96907 696.262 55.3549 -0.305923 
0.679815 0.979267 711.416 56.8671 -0.403318 
0.575356 0.969364 710.1 55.7652 -0.415151 
0.805017 0.972827 718.621 58.8352 -0.440838 
0.615243 0.943504 712.581 58.4365 -0.443473 
1.84619e-09 0.968608 769.878 58.5218 -0.329136 
1.07108 0.970958 800.637 63.1188 -0.302069 
0.316068 0.968755 781.928 61.4647 -0.403771 
0.747687 0.955786 795.961 61.0401 -0.382872 
0.723921 0.930663 798.792 60.7253 -0.450792 
0.48699 0.981168 1621.11 95.2428 -0.346648 
1.05604 0.971721 1656.05 103.991 -0.307532 
0.93173 0.971284 1642.31 105.153 -0.371826 
1.19245 0.961353 1655.58 110.796 -0.387272 
1.3186 0.949011 1658.52 118.124 -0.34245 
0.821398 0.970401 2493.93 131.711 -0.392188 
1.10419 0.980134 2516.61 145.538 -0.393267 
1.18627 0.961803 2499.05 152.264 -0.361151 
1.35038 0.972229 2514.03 159.262 -0.40371 
1.59784 0.960297 2533.58 174.904 -0.387237 
1.34327 0.975139 4296.41 216.086 -0.362983 
1.43629 0.966637 4288.53 220.923 -0.415591 
1.93435 0.960749 4357.13 256.047 -0.324559 
2.1455 0.969924 4406.51 270.362 -0.394672 
2.06521 0.954572 4324.84 285.748 -0.341717 
1.69455 0.970798 7918.02 377.219 -0.432825 
2.326 0.954351 8164.09 415.148 -0.378248 
2.40313 0.950527 8064.43 470.007 -0.308503 
2.77363 0.962979 8227.43 500.41 -0.400762 
3.55277 0.960403 8618.62 604.916 -0.313167 
1.6875 0.961866 8808.35 410.623 -0.499113 
2.60228 0.948672 9247.28 484.962 -0.354804 
2.90321 0.955861 9274.27 557.704 -0.320056 
3.0707 0.959598 9290.75 594.504 -0.299939 
3.48208 0.951464 9533.72 633.515 -0.308994 
3.40835 0.928272 19981.7 993.358 -0.526526 
3.51416 0.920007 19787.7 979.713 -0.404673 
4.28483 0.934648 20747.3 1176.96 -0.47363 
4.38613 0.945645 20393.3 1383.14 -0.283876 
4.79912 0.945887 20925.7 1501.13 -0.323894 
3.51095 0.916052 30079.4 1504.55 -0.486463 
4.40489 0.919561 31710.4 1696.08 -0.395271 
4.94491 0.881413 32298 1826.2 -0.256895 
5.59286 0.940076 33404.8 2342.65 -0.282838 
3.37935 0.969436 27441.2 2130.03 -0.423555 
3.61837 0.905092 50209 2679.52 -0.482022 
5.68127 0.916668 58375.6 3409.64 -0.429596 
7.92818 0.899795 66917.3 4681.37 -0.30469 
7.88036 0.924903 65784.9 4826.68 -0.358465 
7.10149 0.950652 61438.8 5008.16 -0.413936 
PDF: Cut Value 0 and TKR Plane 10
0.0134525 1.00108 110.459 26.8211 -0.29986 
0.274294 1.00381 116.09 26.4102 -0.340239 
1.17172 0.992326 122.322 26.1375 -0.374999 
0.375115 0.996405 124.622 24.5361 -0.482514 
0.0157403 0.989261 126.154 24.7107 -0.496727 
0.206624 0.987856 190.789 32.7674 -0.334496 
1.84619e-09 0.986949 195.554 31.6185 -0.352522 
0.102828 0.978206 201.055 29.8899 -0.407869 
1.8265e-10 0.976347 203.904 29.5058 -0.444162 
2.91668e-09 0.939323 208.188 28.1771 -0.495132 
0.510973 0.978245 356.346 42.377 -0.322338 
1.84619e-09 0.977611 358.519 40.0447 -0.377819 
2.49502e-10 0.9691 362.313 39.2129 -0.398452 
1.81741e-10 0.958451 365.252 39.779 -0.392135 
0.496829 0.925665 377.159 38.4032 -0.439056 
0.326402 0.981494 689.098 58.0058 -0.369271 
0.317477 0.976188 693.585 57.6407 -0.361895 
0.281119 0.96193 693.823 57.9003 -0.366891 
1.09727 0.955609 721.447 59.8338 -0.417176 
0.721246 0.931634 712.548 57.5256 -0.420289 
0.780913 0.967974 782.556 59.804 -0.330396 
0.320433 0.984032 778.2 62.8931 -0.395253 
0.722805 0.96707 788.642 62.5859 -0.382899 
0.72965 0.966838 793.69 62.7029 -0.424677 
0.845373 0.928877 798.682 62.1198 -0.435794 
0.864037 0.966452 1642.83 95.2847 -0.353099 
0.876502 0.973451 1645.34 99.0623 -0.408643 
0.990498 0.971794 1641.27 107.161 -0.384728 
1.3493 0.969422 1666.07 113.956 -0.401695 
1.27615 0.962123 1655.08 121.148 -0.429328 
0.929327 0.972231 2500.65 135.966 -0.355416 
1.17162 0.980311 2522.13 140.295 -0.412893 
1.04037 0.968963 2482.6 151.738 -0.41284 
1.77337 0.958353 2561.89 167.61 -0.350392 
1.68869 0.968938 2550.45 176.429 -0.420237 
1.2369 0.965745 4261.68 206.554 -0.374007 
1.30653 0.964001 4238.74 227.047 -0.39374 
1.75056 0.969715 4308.08 252.755 -0.391616 
1.99888 0.97404 4348.18 267.953 -0.384486 
2.51511 0.966219 4469.63 305.204 -0.37699 
1.89146 0.958223 8030.2 373.397 -0.423868 
2.39701 0.951414 8209.45 415.134 -0.407193 
2.31074 0.963899 8031.28 455.298 -0.431123 
2.68435 0.95935 8155.19 504.582 -0.366867 
2.90723 0.962346 8229.09 553.273 -0.372124 
1.91996 0.942109 8902.38 399.782 -0.363455 
2.35417 0.959655 9063.67 480.584 -0.372617 
2.65434 0.952641 9083.18 541.877 -0.295184 
2.65522 0.969122 9038.72 552.231 -0.399388 
2.86228 0.962033 9100.04 612.506 -0.403199 
2.73744 0.916621 18916 805.864 -0.472976 
3.38253 0.93331 19574.3 1061.96 -0.435952 
3.94439 0.932416 20021.4 1164.63 -0.338795 
4.15551 0.941445 20013.3 1302.82 -0.29656 
4.25303 0.950664 19991.8 1409.04 -0.326341 
4.17167 0.895659 31440.6 1632.71 -0.319034 
5.25281 0.913471 33768 1948.54 -0.304676 
4.99366 0.929778 32470.8 2050.89 -0.353646 
5.45167 0.927984 33065.4 2208.17 -0.307516 
5.8807 0.943663 33906.3 2509.11 -0.317287 
4.31093 0.902157 53060.8 2632.09 -0.365201 
5.37867 0.925186 56977.3 3363.82 -0.436013 
5.62731 0.914265 56385.4 3575.23 -0.368511 
7.47919 0.929737 63779.7 4519.95 -0.343378 
5.81936 0.942216 55719.7 4322.72 -0.399093 
PDF: Cut Value 0 and TKR Plane 11
0.362012 1.00222 106.265 27.9681 -0.283208 
0.0668564 1.00271 111.092 27.0906 -0.307007 
8.06021e-11 1.00439 115.6 26.1851 -0.387774 
0.303489 1.00294 120.625 26.2792 -0.432715 
1.85993e-10 1.01127 124.41 26.1974 -0.555507 
3.76355e-10 0.986772 183.259 34.1804 -0.295883 
2.23827e-09 0.979947 191.164 32.7611 -0.326396 
0.110024 0.972974 195.224 31.3502 -0.363857 
0.179013 0.966384 201.666 30.3659 -0.440401 
2.89444e-10 0.94363 204.507 29.6746 -0.475732 
2.12834e-10 0.981455 345.008 44.4024 -0.328721 
0.605807 0.983982 360.014 43.1684 -0.358952 
0.226435 0.965066 360.463 40.158 -0.367449 
0.0492535 0.973163 361.886 41.3641 -0.428188 
0.110619 0.927368 366.665 39.4748 -0.422385 
1.84619e-09 0.977973 674.302 60.0828 -0.352818 
0.384841 0.981306 692.313 58.1361 -0.407868 
0.607745 0.969439 697.195 59.3614 -0.363648 
0.466067 0.949662 692.752 58.7001 -0.35276 
0.648796 0.92392 703.659 58.7905 -0.402566 
0.684348 0.971244 773.651 63.7317 -0.337688 
0.282753 0.975556 771.242 62.6093 -0.405103 
0.372306 0.97726 775.41 63.6808 -0.431205 
0.748155 0.958298 786.787 64.3683 -0.398946 
0.679233 0.928882 786.957 64.1058 -0.392437 
0.618853 0.962634 1614.67 97.4627 -0.347205 
0.672782 0.968458 1616.79 104.281 -0.347769 
0.847552 0.977469 1624.24 106.47 -0.446032 
1.38218 0.960505 1660.73 113 -0.391066 
1.34571 0.942742 1653.91 118.061 -0.359722 
1.03182 0.97374 2505.27 132.692 -0.393977 
0.75976 0.982024 2457.73 140.03 -0.444564 
1.41686 0.965396 2521.62 153.782 -0.402422 
1.50445 0.97405 2522.79 164.184 -0.407223 
1.57826 0.959068 2522.8 174.195 -0.393147 
0.960717 0.962098 4179.2 204.09 -0.345267 
1.78016 0.950555 4340.06 227.571 -0.31459 
1.63382 0.963307 4250.61 255.558 -0.34035 
2.18353 0.964428 4387.67 276.571 -0.339282 
2.01214 0.957461 4311.96 280.458 -0.388576 
1.87924 0.96439 8011.52 356.941 -0.46408 
1.87773 0.97271 7891.86 404.042 -0.427079 
2.75157 0.958134 8252.44 491.924 -0.324426 
2.5362 0.968537 8072.87 490.429 -0.411608 
2.69999 0.960377 8108.13 532.445 -0.400593 
1.73888 0.943911 8826.73 378.324 -0.468537 
2.39544 0.961033 9081.8 475.883 -0.38495 
2.70711 0.931913 9137.99 508.122 -0.31744 
2.84278 0.966186 9169.14 551.592 -0.388865 
3.16765 0.961228 9298.76 614.894 -0.381278 
1.99017 0.959735 17811.8 832.681 -0.47769 
3.78021 0.919992 20108.9 1115.05 -0.343158 
4.70217 0.931236 21264.8 1255.31 -0.333689 
4.00988 0.947663 19771.4 1250.46 -0.291425 
5.34446 0.953007 21836.7 1528.76 -0.326376 
2.83917 0.958374 28544.3 1332.82 -0.607519 
4.79628 0.931728 32635.6 1904.1 -0.398745 
3.4426 0.909482 28397.9 1719.31 -0.351262 
5.64228 0.933368 33807.5 2133.06 -0.386344 
6.66973 0.971423 36096.9 2598.3 -0.411361 
4.91114 0.888449 55630.5 2910.16 -0.353834 
4.58254 0.913955 53202.5 2940.42 -0.389581 
6.67627 0.925501 61177.1 4168.37 -0.373544 
5.70309 0.930103 55731 3821.46 -0.344126 
7.23226 0.948649 61783.8 4941.94 -0.355471 
PDF: Cut Value 0 and TKR Plane 12
1.84619e-09 1.00178 99.391 28.6055 -0.22471 
2.71621e-10 1.00534 106.645 27.6849 -0.297554 
1.84619e-09 1.00342 111.336 27.5017 -0.332733 
2.41885e-10 1.01621 116.549 27.4272 -0.457153 
0.427562 1.01652 122.458 27.2682 -0.529122 
0.565107 0.989745 180.84 36.0384 -0.280731 
0.204499 0.978522 185.401 33.0991 -0.300344 
1.34265e-10 0.977979 191.638 32.4501 -0.390959 
1.65711e-10 0.977706 196.076 32.1529 -0.43332 
0.0131285 0.955757 201.719 31.3358 -0.480599 
0.299825 0.975286 340.265 45.0962 -0.275091 
0.387847 0.973585 350.157 43.2425 -0.319915 
0.154359 0.973008 353.877 42.9275 -0.367947 
0.175173 0.961785 358.65 41.636 -0.379039 
0.0806894 0.934491 363.792 40.3599 -0.486181 
0.555826 0.974983 676.716 63.095 -0.318181 
3.58123e-10 0.976997 670.717 61.47 -0.34648 
0.305603 0.966325 681.315 60.63 -0.357065 
0.647717 0.95542 694.309 61.4263 -0.381204 
0.435495 0.931875 693.876 60.7523 -0.423687 
0.14379 0.976653 753.482 68.0088 -0.365325 
0.446671 0.978248 767.643 65.5041 -0.373208 
0.655635 0.965681 772.898 67.836 -0.347464 
0.514738 0.963636 773.514 65.1969 -0.398311 
0.727427 0.916835 786.976 63.6861 -0.455847 
1.84619e-09 0.970857 1558.07 103.436 -0.332143 
0.260024 0.972223 1576.89 102.839 -0.395687 
0.938095 0.978727 1623.4 113.661 -0.405309 
1.20473 0.96588 1638.27 112.704 -0.390431 
1.20865 0.947749 1639.93 116.727 -0.422264 
0.552241 0.968663 2426.06 137.592 -0.330218 
1.28679 0.972532 2511.33 144.808 -0.356492 
1.33622 0.975534 2503.62 158.33 -0.377241 
1.43489 0.978826 2506.95 163.902 -0.396758 
1.63292 0.960223 2529.69 175.191 -0.428931 
1.29485 0.961763 4258.16 208.44 -0.382852 
1.66597 0.971527 4324.07 228.083 -0.424423 
1.94125 0.960702 4341.13 255.02 -0.347999 
2.1094 0.968811 4361.17 267.52 -0.366917 
1.97799 0.962024 4292.05 289.58 -0.369724 
1.73868 0.961424 7904.98 355.869 -0.429768 
2.00136 0.957872 7945.75 393.834 -0.418618 
2.19817 0.963576 7956.28 446.27 -0.424079 
2.92188 0.951154 8294.14 489.688 -0.351659 
2.91913 0.960758 8200.16 547.385 -0.34531 
1.98016 0.952678 8904.93 416.453 -0.406272 
2.55748 0.954456 9163.68 471.09 -0.342444 
2.5524 0.956741 9039.39 520.823 -0.35985 
3.15945 0.96231 9347.53 569.271 -0.322641 
3.00871 0.966831 9186.38 624.437 -0.37806 
2.36892 0.934902 18380.5 841.166 -0.475744 
3.12948 0.928457 19151.9 1000.31 -0.422805 
3.58174 0.924407 19370.9 1103.76 -0.325012 
3.72307 0.937516 19312.4 1205.04 -0.323104 
4.05403 0.9621 19719.4 1408.95 -0.380906 
4.02432 0.881731 31029.5 1462.16 -0.330199 
5.33749 0.916803 34149.4 1829.06 -0.461562 
5.90385 0.916706 34871 2071.22 -0.358651 
5.67756 0.94042 33657 2216.33 -0.265958 
4.4526 0.962221 30229.9 2210.19 -0.382451 
3.33381 0.89929 48805.1 2365.72 -0.419271 
5.86008 0.918916 58939.4 3265.32 -0.399665 
6.35165 0.940673 59820.3 3961.52 -0.39927 
7.18993 0.928678 62623.8 4358.11 -0.363112 
7.88662 0.943688 64861.2 4950.53 -0.37275 
PDF: Cut Value 0 and TKR Plane 13
0.3503 1.00619 96.5267 29.7341 -0.202708 
0.0282299 1.01125 103.426 28.8992 -0.267081 
2.26442e-10 1.01317 108.677 28.5592 -0.345205 
1.84619e-09 1.02025 113.361 28.2324 -0.449955 
1.84619e-09 1.03257 117.942 28.3632 -0.54236 
0.541572 0.983576 177.139 35.7629 -0.316607 
1.84619e-09 0.98975 182.805 34.4892 -0.3259 
0.25315 0.987477 189.645 34.154 -0.380435 
3.97598e-10 0.983999 191.864 34.165 -0.405224 
1.74992e-10 0.946265 198.364 31.6705 -0.483973 
3.16744e-10 0.980366 333.014 46.9047 -0.301785 
2.32142e-10 0.975463 341.836 44.6721 -0.340523 
2.54215e-10 0.958086 346.752 42.1958 -0.33553 
0.577308 0.963087 359.169 44.2034 -0.404996 
0.293266 0.924052 361.518 41.8769 -0.427617 
0.0838805 0.97543 657.052 63.7882 -0.309123 
0.237082 0.985988 671.182 62.8391 -0.39591 
0.236089 0.968471 673.774 62.1825 -0.359628 
0.608207 0.956351 686.809 62.9476 -0.383767 
0.502421 0.925383 691.551 61.4365 -0.421215 
1.56688e-09 0.97114 735.703 67.8266 -0.283658 
0.514741 0.972174 760.215 66.3642 -0.369407 
0.691673 0.968811 770.587 65.6219 -0.38171 
0.741447 0.954477 772.406 67.3493 -0.365369 
0.231057 0.93202 764.266 66.9931 -0.478102 
0.743684 0.97232 1602.43 103.637 -0.34445 
0.592348 0.982354 1595.53 104.921 -0.411815 
0.97018 0.96382 1612.22 109.935 -0.363294 
1.06533 0.961015 1617.44 113.361 -0.377191 
1.13729 0.937069 1625.12 119.102 -0.381442 
0.32437 0.97495 2385.18 142.841 -0.304324 
1.41032 0.961678 2519.69 144.877 -0.357396 
1.53544 0.968094 2522.61 161.359 -0.362205 
1.19351 0.962404 2454.36 162.116 -0.34821 
1.25263 0.961586 2463.63 173.861 -0.441569 
1.26541 0.977365 4224.66 213.9 -0.35485 
1.37388 0.968079 4225.21 223.919 -0.370261 
1.68602 0.969645 4264.15 250.255 -0.400416 
2.15773 0.956736 4359.03 266.3 -0.34559 
2.17408 0.961431 4347.04 293.242 -0.381893 
1.52108 0.974849 7776.52 363.056 -0.427254 
2.06818 0.964448 7980.86 407.982 -0.428618 
2.416 0.959764 8052.21 453.887 -0.38383 
2.61509 0.954184 8048.97 490.57 -0.297305 
2.82 0.968671 8138.44 543.167 -0.361861 
1.69442 0.96799 8736.17 424.257 -0.428229 
2.29906 0.951231 9005.64 433.272 -0.407701 
2.94345 0.956635 9298.41 535.031 -0.365225 
2.83825 0.961603 9120.86 547.947 -0.35033 
3.4812 0.959696 9500.37 645.631 -0.325759 
2.74702 0.928007 18905.9 836.984 -0.528572 
3.04706 0.917466 18934.8 952.422 -0.346443 
3.5171 0.949267 19355.9 1084.66 -0.403014 
3.85533 0.955897 19573.6 1248.98 -0.37625 
4.45196 0.949673 20401.8 1319.61 -0.396311 
3.94492 0.881535 30882.7 1490.01 -0.333793 
4.33208 0.935755 31437.3 1640.02 -0.468247 
4.97573 0.950277 32516.5 2072.51 -0.42943 
5.40573 0.943807 32991.4 2113.48 -0.318461 
5.01715 0.960955 31689.9 2291.84 -0.400399 
5.21878 0.847656 56768.3 2781.22 -0.351279 
4.178 0.942356 51310.4 2918.43 -0.424555 
6.03169 0.92548 58307.3 3663.85 -0.404371 
5.29127 0.945505 53891.6 3781.15 -0.395817 
7.21383 0.945912 61949.5 4567.29 -0.381184 
PDF: Cut Value 0 and TKR Plane 14
0.330247 1.01407 93.2464 30.0813 -0.222538 
2.07228e-10 1.01112 99.7028 29.3068 -0.26495 
1.84619e-09 1.01485 105.176 28.9695 -0.339465 
0.0224202 1.02919 109.316 29.9999 -0.410902 
0.178687 1.04427 115.364 30.0291 -0.527345 
0.213828 0.995998 170.339 38.0975 -0.279834 
1.84619e-09 0.987568 176.318 35.8417 -0.304754 
0.110516 0.993643 183.995 35.6547 -0.372793 
1.84619e-09 0.980933 188.262 34.7402 -0.406004 
0.0651398 0.960159 195.478 33.2804 -0.49442 
1.79429e-09 0.979816 325.12 47.956 -0.281811 
1.66148e-10 0.970723 333.431 44.8987 -0.285838 
1.33201e-10 0.976461 342.405 45.1461 -0.364935 
0.533032 0.969031 352.405 45.8922 -0.395023 
0.380735 0.923721 358.749 42.6495 -0.429195 
8.88715e-11 0.986513 652.669 65.835 -0.375687 
0.0509525 0.973218 659.349 61.9533 -0.363514 
0.17771 0.972477 667.982 64.3364 -0.401912 
0.334222 0.955512 672.827 63.2336 -0.367788 
0.445347 0.927763 684.095 62.584 -0.423158 
1.17609e-10 0.972015 733.241 67.7868 -0.357004 
1.84619e-09 0.965521 738.568 66.6236 -0.346427 
1.96251e-10 0.967373 746.124 66.1542 -0.411868 
0.756322 0.958612 768.087 69.3657 -0.380345 
0.318281 0.928439 759.828 68.3016 -0.42349 
0.316691 0.971758 1557.96 106.795 -0.306164 
0.682999 0.970661 1588.31 104.769 -0.371696 
1.13119 0.975423 1620.74 112.676 -0.385768 
0.995772 0.956553 1605.82 112.38 -0.391394 
0.834739 0.941186 1593.03 118.847 -0.41165 
0.785585 0.964201 2431.23 138.757 -0.291861 
0.997397 0.973523 2455.25 145.411 -0.375211 
1.16143 0.964187 2464.42 151.862 -0.403755 
1.28063 0.962047 2469.51 159.108 -0.385854 
1.40713 0.951362 2477.92 174.151 -0.393218 
1.26897 0.972912 4204.11 216.885 -0.315956 
1.37408 0.975612 4232.32 218.875 -0.473625 
1.76842 0.966642 4277.46 248.334 -0.352068 
2.07138 0.9658 4326.15 269.671 -0.327546 
2.13846 0.966454 4333.09 298.712 -0.402722 
1.56832 0.961621 7795.49 354.376 -0.399517 
1.6701 0.96553 7733.97 400.318 -0.402812 
2.38799 0.954093 8019.47 457.014 -0.346253 
2.71893 0.960081 8166.85 479.608 -0.399719 
2.77007 0.963999 8107.83 534.879 -0.367643 
1.53311 0.944363 8622.13 390.115 -0.353664 
2.28127 0.958752 8951.24 454.741 -0.371751 
2.10448 0.963271 8726.18 497.991 -0.403346 
2.60773 0.966234 8992.48 533.486 -0.43243 
3.38225 0.956825 9421.09 625.605 -0.337987 
2.40805 0.953167 18392.9 781.953 -0.522833 
3.1407 0.923199 19109.9 918.229 -0.379189 
3.85351 0.950814 19894.4 1120.03 -0.413298 
4.24563 0.93943 20263.5 1152.41 -0.423321 
4.64061 0.967759 20786.3 1369.39 -0.456887 
2.72335 0.895498 28272.7 1089.06 -0.539733 
3.21156 0.948877 28745.2 1579.35 -0.467314 
4.2654 0.934793 30577.7 1863.48 -0.325915 
4.79562 0.946982 31505 1925.07 -0.392364 
5.29775 0.949864 32496.9 2253.67 -0.368452 
4.53625 0.887928 53955.9 2534.94 -0.448425 
4.31198 0.91417 51927.2 2908.67 -0.400418 
6.08484 0.939627 58429 3814.08 -0.372584 
7.28787 0.934158 62615.1 4389.28 -0.307592 
7.81642 0.965672 64910.6 4931.15 -0.463767 
PDF: Cut Value 0 and TKR Plane 15
0.213309 1.01996 88.9206 31.2104 -0.194103 
1.80249e-10 1.02066 95.5964 30.6352 -0.243955 
1.96696e-10 1.01547 101.24 29.9491 -0.29534 
1.95722e-10 1.02264 104.606 30.2293 -0.358597 
1.84619e-09 1.04678 111.359 30.6425 -0.513456 
0.433785 0.987189 164.568 38.5909 -0.218555 
2.19724e-10 1.00293 172.548 37.0205 -0.337864 
3.64043e-09 0.981801 177.835 36.5625 -0.313701 
0.477395 0.989081 186.697 36.69 -0.413274 
2.76096e-10 0.97516 191.768 34.6877 -0.512472 
2.02942e-10 0.975973 318.426 49.2891 -0.253103 
2.36793e-10 0.979109 329.271 47.5653 -0.333621 
0.0207973 0.975746 338.316 46.1145 -0.37653 
3.24177e-09 0.970323 341.29 46.8726 -0.387836 
0.113103 0.936541 351.844 44.5088 -0.469415 
3.38406e-10 0.977908 638.034 68.3997 -0.297964 
0.375302 0.98016 660.094 65.7646 -0.381442 
0.288505 0.963552 663.198 64.4329 -0.364781 
0.464483 0.960312 671.791 66.5118 -0.403992 
0.746042 0.919736 688.705 64.2105 -0.417442 
0.242096 0.978667 727.889 72.4395 -0.339554 
0.0981911 0.975092 730.256 71.8034 -0.332822 
0.501279 0.960429 752.501 68.925 -0.385536 
2.94542e-10 0.96498 738.084 70.9945 -0.410401 
0.00303967 0.916959 742.671 69.2561 -0.400894 
0.259875 0.975104 1550.58 107.222 -0.349974 
0.692753 0.976471 1573.24 112.939 -0.32478 
0.644353 0.968519 1570.12 113.959 -0.354146 
1.14973 0.964021 1614.07 117.605 -0.416586 
0.7625 0.944519 1583.99 118.631 -0.456538 
0.74401 0.980922 2415.41 149.006 -0.339199 
0.850509 0.972262 2424.09 149.534 -0.36157 
0.777814 0.971706 2398.6 155.014 -0.388842 
1.56408 0.963022 2499.73 165.169 -0.39844 
1.1631 0.941 2433.84 168.685 -0.396393 
1.32873 0.982606 4221.78 221.458 -0.403607 
1.17742 0.9785 4151.15 228.61 -0.420519 
1.21576 0.978851 4121.1 241.993 -0.429984 
1.90268 0.963267 4275.16 264.304 -0.397501 
2.15007 0.958226 4319.64 291.144 -0.359544 
1.11642 0.975924 7582.62 355.567 -0.489053 
2.32496 0.95456 8045.38 420.644 -0.345572 
2.23219 0.970688 7913.09 463.948 -0.342892 
2.49733 0.963878 7997.36 488.664 -0.362187 
2.95637 0.962507 8218.76 548.283 -0.363665 
2.07066 0.938291 8889.75 410.486 -0.32208 
2.277 0.955715 8928.74 449.249 -0.371813 
2.17917 0.962677 8756.29 497.05 -0.3696 
2.86983 0.957116 9149.83 525.678 -0.371661 
2.70745 0.962285 8948.12 598.981 -0.384591 
2.80314 0.928564 18867.6 858.372 -0.395679 
3.88976 0.936152 20224.1 1074.94 -0.450501 
3.29475 0.946827 18943.9 1102.37 -0.366339 
4.26433 0.941849 20222.7 1216.17 -0.360252 
4.8598 0.948047 20922.8 1411.09 -0.304018 
3.21958 0.900383 29072.1 1284.06 -0.341279 
4.14508 0.897537 30754.4 1568.11 -0.345886 
4.32856 0.939501 30789.5 1808.09 -0.405998 
5.67501 0.934956 33582.5 2146.18 -0.285449 
5.07553 0.941935 31755.6 2206.5 -0.305866 
3.97994 0.911544 51492.3 2415.28 -0.380468 
4.87978 0.895346 54235.3 2877.87 -0.371921 
5.43658 0.919057 55625.9 3234.09 -0.383295 
7.76919 0.932364 64671.8 4589.99 -0.278872 
5.65111 0.964242 54922.6 4003.18 -0.390338 
PDF: Cut Value 0 and TKR Plane 16
4.10025e-10 1.01628 84.4626 31.1724 -0.159723 
1.43873e-10 1.02136 91.3517 30.9171 -0.234318 
2.4599e-10 1.02183 97.3449 30.874 -0.274685 
2.71559e-10 1.03565 101.654 31.6838 -0.367088 
5.19225e-09 1.04611 107.774 31.6856 -0.47219 
0.0444665 0.996178 158.905 40.1746 -0.222381 
0.145018 0.994101 169.357 38.2719 -0.327377 
1.80104e-10 0.990396 174.47 37.68 -0.312361 
2.34316e-10 0.996842 178.921 37.906 -0.391203 
0.454423 0.980546 190.265 37.334 -0.5042 
0.0262563 0.985387 314.806 51.5407 -0.293833 
0.036922 0.974296 322.46 48.2404 -0.292771 
1.84619e-09 0.975682 333.143 46.8953 -0.362506 
3.93747e-09 0.965867 335.416 48.1853 -0.367371 
0.10079 0.929611 346.539 46.5583 -0.426274 
0.116088 0.984615 634.517 70.677 -0.295439 
0.0851959 0.977975 641.445 68.4438 -0.326337 
0.485963 0.971422 663.924 66.4771 -0.392439 
1.84619e-09 0.947938 650.464 67.7406 -0.357404 
0.537296 0.923426 677.233 65.5666 -0.42722 
0.364203 0.964096 722.436 71.6713 -0.285706 
0.0663446 0.969155 720.469 70.3586 -0.309746 
2.16509e-10 0.962017 726.377 71.0102 -0.347997 
0.346283 0.964323 742.156 71.9761 -0.381397 
0.471112 0.918102 758.498 68.9127 -0.452878 
0.446772 0.970541 1540.09 109.678 -0.243418 
1.22794e-10 0.97629 1510.7 112.551 -0.329754 
0.730751 0.972744 1569.88 116.358 -0.374082 
0.90659 0.968016 1582.12 117.058 -0.415099 
1.35414 0.929973 1626.92 123.488 -0.386461 
0.588522 0.97309 2385.44 142.749 -0.317891 
0.746435 0.970288 2393.69 149.571 -0.348199 
0.848481 0.97394 2403.85 157.638 -0.428092 
1.38961 0.963843 2465.04 164.819 -0.393677 
1.63236 0.93831 2497.81 176.428 -0.377506 
1.56834 0.974377 4253.93 222.235 -0.351765 
1.40688 0.964053 4187.87 233.449 -0.352829 
1.38986 0.976541 4164.55 245.239 -0.427674 
1.99611 0.958785 4298.29 261.753 -0.407875 
2.06489 0.960184 4289.09 295.676 -0.387151 
1.42934 0.967342 7686.44 357.641 -0.401765 
1.84813 0.946074 7803.71 388.842 -0.384316 
2.50322 0.947992 8065.3 443.413 -0.343655 
2.68098 0.962616 8101.22 488.788 -0.35335 
2.87064 0.956788 8156.45 531.052 -0.35698 
1.58119 0.971319 8619.54 404.602 -0.418375 
2.07746 0.960744 8817.93 437.523 -0.423008 
2.2807 0.957238 8811.43 487.975 -0.357994 
2.80812 0.96003 9078.42 542.471 -0.347209 
3.59573 0.962098 9570.9 637.781 -0.361691 
2.67221 0.94414 18629 784.749 -0.405016 
3.10996 0.939357 19074.4 916.354 -0.503306 
3.89094 0.948656 19893.2 1097.89 -0.461558 
4.11015 0.961121 19989.1 1250.76 -0.358067 
4.68903 0.953348 20616 1416.89 -0.324816 
3.35372 0.916819 29495.4 1311.22 -0.444786 
4.36788 0.90375 31180.1 1701.52 -0.277433 
4.05723 0.943106 30052.2 1850.52 -0.39968 
4.37665 0.961392 30480.3 1862.5 -0.415972 
5.23262 0.958583 32244.6 2331.59 -0.375345 
4.14678 0.919877 52360.8 2252.46 -0.543063 
5.0062 0.899147 55035.1 2932.58 -0.439885 
5.65568 0.905665 56181.7 3465.5 -0.335399 
6.3369 0.94344 58650.1 3845.38 -0.423658 
7.92045 0.929121 64991.1 4738.61 -0.360481 
PDF: Cut Value 0 and TKR Plane 17
1.84619e-09 1.01685 79.5082 31.474 -0.101799 
0.154049 1.02221 87.8462 31.5579 -0.202594 
1.76846e-09 1.0223 93.473 31.3355 -0.255652 
2.22122e-10 1.03456 98.3709 32.435 -0.334185 
