COMMENTS: Created on the 05/12/05
COMMENTS: Axes are: Energy and Angle
COMMENTS: PDFs are: Cut Value and TKR Plane (3x16)
COMMENTS: Parameters are: TKR Hits Coefficient(1), Log Normal Parameters(4)
COMMENTS: Log Normal Parameters are: Norm, MPV, Width, Tail
#PDFs: 48 #Parameters: 5
AXES:
2
0.717835 0.955715 75.8295 11.4711 -0.0582093
0.73429 0.943808 76.5254 11.5151 -0.0351328
0.888163 0.955836 90.2219 13.2791 -0.133091
0.962709 0.943289 95.8383 14.3804 -0.140779
0.980978 0.949849 97.1596 14.6181 -0.0627297
1.01508 0.95066 132.182 18.6322 -0.138405
1.12613 0.949041 143.34 20.8626 -0.206983
1.09576 0.95118 137.455 20.7044 -0.178962
1.52489 0.948189 175.357 27.5489 -0.157012
1.57445 0.926343 183.268 27.3185 -0.183286
1.31255 0.951099 241.774 31.6376 -0.198572
1.51985 0.96315 261.122 36.4889 -0.165971
1.69377 0.965539 276.831 39.7588 -0.233989
2.1066 0.965093 312.777 49.5001 -0.2278
2.27597 0.955269 339.107 50.6599 -0.29171
1.23357 0.939625 316.083 37.44 -0.296879
1.27562 0.94861 319.931 39.3353 -0.39625
1.44165 0.965158 334.852 46.3143 -0.402267
1.76071 0.973284 370.211 53.4887 -0.43465
1.69395 0.9325 373.359 48.4363 -0.501981
1.34552 0.947428 489.686 55.231 -0.344854
1.58515 0.941884 516.114 60.1925 -0.374128
1.79105 0.940538 534.342 66.5467 -0.355903
1.44999 0.941403 501.504 61.2084 -0.430158
1.47668 0.882284 518.513 54.212 -0.500826
1.65065 0.957297 845.934 93.6937 -0.404669
2.0994 0.945281 896.494 102.953 -0.353878
1.48279 0.939814 818.515 91.3325 -0.417361
0.870707 0.930451 755.72 75.1614 -0.506353
1.2261 0.892249 813.592 71.921 -0.510556
1.7126 0.938449 931.825 103.082 -0.380303
2.17048 0.921276 984.179 110.322 -0.375801
1.86532 0.919714 946.527 100.614 -0.426904
1.07832 0.939028 858.734 85.0374 -0.496936
1.48268 0.862978 919.594 77.8357 -0.428667
3.35722 0.967306 1948.58 251.871 -0.364798
4.32248 0.931673 2071.1 262.813 -0.347179
2.37882 0.94546 1788.15 191.286 -0.49294
0.461034 0.92934 1533.92 135.853 -0.454957
1.33762 0.90774 1665.24 139.665 -0.383353
4.52177 0.942702 2881.25 397.393 -0.345041
5.40724 0.953473 3009.83 407.389 -0.437703
2.15205 0.944373 2532.18 268.863 -0.556619
1.17145 0.942064 2370.98 203.637 -0.444706
1.91305 0.906071 2481.39 202.186 -0.346533
PDF: Cut Value 0 and TKR Plane 13
0.705533 0.949178 69.7848 10.7657 -0.0577777
0.718445 0.940592 70.5721 10.7031 -0.0462885
0.772147 0.945007 74.6279 11.0848 -0.0234456
0.735812 0.943579 70.9539 10.5086 -0.052709
0.712798 0.956326 69.3479 10.5201 -0.0431552
0.725982 0.955022 77.3951 12.0219 -0.0222299
0.708146 0.95568 76.3329 11.293 -0.112097
0.759217 0.96965 80.5104 12.7043 -0.118034
0.887174 0.948694 90.9921 13.6099 -0.140617
0.962357 0.942906 98.4575 14.1576 -0.155527
1.04248 0.940636 135.386 19.403 -0.0734098
1.09947 0.958457 141.779 21.2432 -0.133859
1.13887 0.955028 143.442 22.4543 -0.125399
1.50059 0.949468 177.032 28.1137 -0.17521
1.68574 0.939319 196.467 30.36 -0.184645
1.40025 0.951703 253.418 33.8228 -0.141785
1.38948 0.964972 253.849 34.4674 -0.246213
1.75364 0.957582 286.784 41.8661 -0.201799
2.05528 0.967918 312.872 50.7778 -0.19865
2.2589 0.950189 345.473 51.2813 -0.299025
1.23927 0.943743 319.052 38.5449 -0.321227
1.55628 0.955448 355.802 46.5958 -0.295547
1.65525 0.959479 361.778 49.2915 -0.345336
1.61728 0.96928 354.869 53.6807 -0.385452
1.73604 0.941314 381.645 50.6332 -0.510299
1.47559 0.953165 510.408 59.1613 -0.365863
1.54765 0.957754 518.879 62.1901 -0.420359
1.39044 0.967967 499.488 61.7364 -0.493482
1.24079 0.937343 479.611 60.8471 -0.470283
1.69807 0.874906 548.633 58.6293 -0.478652
1.69957 0.941584 856.767 96.2464 -0.34
1.93182 0.952569 885.971 100.721 -0.406662
1.76894 0.944129 863.268 96.3896 -0.424186
0.89884 0.941884 759.036 79.3435 -0.541942
1.29785 0.888974 827.517 74.7754 -0.541723
1.51079 0.941635 914.118 94.7998 -0.435623
2.39081 0.930904 1029.89 119.6 -0.343671
1.42391 0.932395 903.709 90.8024 -0.523904
1.22634 0.930643 875.28 90.6855 -0.452402
1.34563 0.880729 912.036 84.4046 -0.492302
2.48596 0.97763 1848.27 224.345 -0.487989
3.79646 0.935547 2015.18 252.53 -0.324588
1.3676 0.960459 1669.22 172.454 -0.579786
0.859108 0.93868 1595.43 142.49 -0.482461
1.40887 0.900014 1685.36 137.349 -0.401355
4.47329 0.960474 2931.34 419.797 -0.382869
2.31381 0.984395 2591.99 312.005 -0.663316
2.75351 0.943289 2622.96 281.972 -0.524475
0.576712 0.941007 2296.13 205.389 -0.483252
1.46237 0.921794 2430.53 204.512 -0.417629
PDF: Cut Value 0 and TKR Plane 14
0.715312 0.946691 70.8773 10.6859 0.0308131
0.668608 0.940565 67.68 10.1559 -0.0528837
0.687481 0.945272 68.487 10.5153 -0.0547893
0.834897 0.937358 81.2281 12.1666 -0.0735664
0.783063 0.955439 76.622 11.2079 -0.0648128
0.77301 0.953751 82.7818 12.6127 -0.0601379
0.704646 0.950555 77.1602 11.9198 -0.0614786
0.803649 0.960866 85.8091 13.128 -0.11082
0.858835 0.95142 89.6553 13.8533 -0.118986
0.914613 0.939821 95.0921 13.9002 -0.109454
0.934303 0.953386 126.345 18.8074 -0.0563879
1.01101 0.948021 134.963 19.9652 -0.126445
1.13918 0.950778 146.163 22.4242 -0.140498
1.31671 0.957469 162.607 25.9261 -0.194286
1.45337 0.919551 176.64 26.4299 -0.147117
1.30947 0.952909 248.851 32.5471 -0.188043
1.40545 0.956045 256.584 35.6274 -0.169968
1.53606 0.964954 269.109 39.2173 -0.240195
1.86189 0.970173 298.487 47.5398 -0.246411
2.23387 0.952698 346.865 53.8458 -0.264526
1.27314 0.947743 327.316 39.0445 -0.293653
1.3569 0.960613 334.981 44.1966 -0.296993
1.78469 0.955763 378.282 53.724 -0.229223
1.9751 0.962073 398.426 59.5132 -0.344735
1.76434 0.92275 387.596 52.9038 -0.426783
1.26524 0.948432 485.763 54.9509 -0.362994
1.41662 0.939121 502.932 60.1902 -0.359892
1.74965 0.951349 542.394 67.509 -0.371992
1.26379 0.961063 488.887 59.7852 -0.550593
1.27678 0.887778 503.757 54.2201 -0.583268
1.58947 0.950642 850.168 91.7274 -0.372668
1.77783 0.950481 874.961 97.4297 -0.404616
1.68805 0.95835 859.528 96.4498 -0.477788
1.3403 0.901297 811.983 84.1425 -0.396139
1.30967 0.879622 830.598 75.7541 -0.483161
1.49135 0.95277 914.149 101.431 -0.419791
1.75362 0.955454 954.425 105.752 -0.489227
1.59533 0.93359 928.328 100.398 -0.459003
1.24414 0.933751 882.625 91.1511 -0.486048
1.25681 0.889466 907.114 79.0902 -0.541204
2.03669 0.971553 1777.15 214.155 -0.486992
2.84555 0.963018 1914.61 222.932 -0.501774
1.55273 0.927073 1695.76 169.401 -0.503211
0.676178 0.933376 1574.28 142.018 -0.496905
1.17442 0.910936 1652.53 144.524 -0.42296
4.86045 0.938898 3043.73 448.323 -0.33618
3.78608 0.955376 2851.79 354.09 -0.532178
0.440609 0.967984 2289.2 237.786 -0.693605
0.05135 0.946101 2217.44 198.796 -0.532066
1.27347 0.922929 2404.29 203.819 -0.401033
PDF: Cut Value 0 and TKR Plane 15
0.637301 0.931855 64.6419 9.85658 0.0162783
0.617527 0.939941 63.5664 9.9721 -0.0497281
0.705294 0.942516 71.8473 10.5547 -0.0863546
0.725699 0.941896 73.3881 11.0975 -0.119907
0.713495 0.948485 71.9324 10.7261 -0.0751172
0.724381 0.950917 78.817 12.1268 -0.011529
0.718083 0.949802 78.965 12.2213 -0.0643781
0.801944 0.965566 87.2391 13.5081 -0.100676
0.837188 0.954302 89.4327 13.8645 -0.119287
0.805687 0.952641 87.1668 13.1835 -0.140528
0.883431 0.925773 121.32 17.4831 0.00500044
1.08526 0.945013 144.091 21.805 -0.0797026
1.10264 0.955436 145.32 22.797 -0.12507
1.15903 0.97207 149.694 24.3283 -0.221813
1.31765 0.943926 166.961 25.9948 -0.183604
1.17606 0.958327 233.951 30.9316 -0.171299
1.27449 0.965391 247.188 34.4971 -0.21742
1.46904 0.971457 266.211 38.7213 -0.247441
1.83498 0.969123 301.609 48.945 -0.230448
2.15848 0.952362 344.578 54.0022 -0.274213
1.26647 0.958014 329.368 39.5159 -0.334807
1.48035 0.958355 356.435 45.8832 -0.291796
1.57146 0.954663 358.023 50.2165 -0.272287
1.84092 0.968222 386.476 59.9121 -0.326634
1.91266 0.94216 411.319 57.8539 -0.456925
1.37892 0.932688 505.402 56.0945 -0.324086
1.37312 0.953806 505.091 60.4467 -0.381173
1.46152 0.966656 514.274 64.5678 -0.445058
1.77994 0.947259 548.142 74.6568 -0.343166
1.48368 0.892015 532.74 59.7508 -0.55965
1.34157 0.966912 821.708 88.3865 -0.478021
1.67621 0.955203 866.39 100.367 -0.408967
1.79923 0.927939 876.656 99.757 -0.346118
1.17283 0.931197 796.919 85.7152 -0.489255
1.52765 0.872892 863.939 81.5073 -0.462443
1.57704 0.944361 936.37 105.985 -0.429898
1.8433 0.939398 973.617 110.741 -0.389859
2.00649 0.927835 994.2 109.027 -0.433247
1.20142 0.926918 881.44 90.0562 -0.474887
1.40855 0.872597 927.161 85.3788 -0.484001
2.80289 0.945829 1929.18 232.432 -0.333
2.27189 0.96712 1835.48 215.281 -0.527232
1.96849 0.931175 1773.31 181.645 -0.501492
1.09695 0.935554 1630.29 151.419 -0.452802
0.895033 0.901314 1609.51 138.996 -0.42578
2.76871 0.97384 2707.43 347.403 -0.498865
3.01442 0.96416 2732.13 342.841 -0.540707
0.879021 0.953524 2361.16 234.035 -0.666708
0.267598 0.951722 2239.39 207.17 -0.521188
1.13473 0.899443 2392.58 195.211 -0.400273
PDF: Cut Value 0 and TKR Plane 16
0.594623 0.926484 60.945 9.19659 0.035856
0.665514 0.950032 68.6197 10.5754 -0.0140632
0.690004 0.940451 70.8676 10.5481 -0.0627666
0.68793 0.954135 70.0371 10.9693 -0.0775716
0.709828 0.940413 71.7729 10.5778 -0.0398437
0.663469 0.957292 74.0744 11.592 -0.0318836
0.686259 0.964892 77.4458 12.2652 -0.0864452
0.711765 0.958948 78.9522 12.5597 -0.0662681
0.747311 0.956677 82.7461 13.0422 -0.150652
0.795986 0.941485 86.5704 13.1158 -0.0934442
0.862233 0.94352 122.337 17.4925 -0.136498
0.939202 0.940682 131.424 19.935 -0.131876
0.970164 0.951833 134.881 20.4253 -0.226809
1.1176 0.965689 147.411 23.9525 -0.189975
1.19957 0.956969 157.572 25.0882 -0.231466
1.09601 0.953579 226.321 29.9181 -0.173827
1.23365 0.959964 244.24 33.2259 -0.21184
1.42716 0.971425 263.851 39.6947 -0.213672
1.94612 0.968949 318.914 52.0673 -0.209292
1.96795 0.969011 330.353 52.4441 -0.312525
1.21241 0.957537 324.031 40.2446 -0.286162
1.21823 0.95775 324.791 41.7451 -0.346194
1.59316 0.964218 369.835 50.6632 -0.34096
1.68256 0.974949 370.707 59.9377 -0.280238
1.74328 0.981639 398.433 58.488 -0.540976
1.33468 0.942932 504.24 58.8655 -0.342848
1.35866 0.954873 507.948 59.9659 -0.393474
1.43647 0.957249 513.755 65.4995 -0.418544
1.4229 0.966454 513.739 67.2815 -0.535761
1.68761 0.901512 561.466 68.1881 -0.491176
1.34419 0.945781 827.187 87.141 -0.431611
1.5921 0.951296 862.116 97.3902 -0.406179
1.69826 0.956135 870.44 102.319 -0.403651
1.16636 0.91118 796.289 86.737 -0.452925
1.46958 0.873415 861.7 82.5154 -0.482418
1.58414 0.931964 947.981 101.49 -0.393266
1.48382 0.922926 930.436 93.7358 -0.480144
1.67493 0.933777 952.972 102.563 -0.434139
1.02939 0.932591 855.51 87.2543 -0.467306
1.28583 0.85959 916.325 82.361 -0.522946
2.00984 0.952451 1816.37 200.944 -0.473576
2.30042 0.955971 1853.39 210.154 -0.485263
1.85838 0.954455 1769.61 186.723 -0.528701
1.29573 0.937913 1670.82 149.249 -0.478739
1.20745 0.891962 1673.57 141.272 -0.461538
2.70967 0.957475 2727.14 344.679 -0.508621
3.10012 0.975948 2766.97 360.778 -0.505963
1.97852 0.968176 2552.31 275.181 -0.559173
1.2377 0.948952 2404.76 218.608 -0.464556
1.43511 0.910349 2456.69 209.155 -0.422523
PDF: Cut Value 0 and TKR Plane 17
0.565788 0.936639 59.7191 9.34163 -0.0603835
0.648273 0.938047 67.1278 10.4753 -0.0370535
0.63077 0.946 66.8339 10.3076 -0.119325
0.617422 0.945525 64.8939 9.92877 -0.0664607
0.693482 0.951256 70.9621 10.8334 -0.0204732
0.6229 0.959016 70.222 11.2608 0.0050573
0.666466 0.948003 75.9973 11.6941 -0.0978874
0.65899 0.964624 75.8532 12.0391 -0.121251
0.728938 0.947479 81.8898 12.5687 -0.159705
0.761798 0.956837 85.0742 13.2047 -0.158467
0.758146 0.947906 110.839 16.1938 -0.0552455
0.950712 0.945496 133.435 19.7978 -0.0893756
0.972184 0.947025 135.796 20.6827 -0.146505
1.07094 0.97014 143.822 23.9646 -0.153554
1.31603 0.942414 172.558 26.2518 -0.252499
1.1474 0.963969 234.247 32.2559 -0.148635
1.18278 0.957352 240.122 32.8906 -0.201617
1.38813 0.979362 263.578 40.6871 -0.246063
1.67475 0.969721 291.026 48.0829 -0.210073
1.94487 0.9603 333.194 51.8347 -0.348963
1.12454 0.94912 313.962 38.1984 -0.298375
1.1746 0.953121 320.721 41.3629 -0.318644
1.54525 0.958331 366.656 51.6837 -0.301599
1.81851 0.954705 392.612 62.3239 -0.283043
1.88559 0.95779 416.095 65.0445 -0.402119
1.17983 0.960205 486.075 55.4392 -0.40379
1.29923 0.960837 501.381 60.8462 -0.397752
1.51741 0.95325 528.562 67.5678 -0.373229
1.4391 0.958475 515.189 70.2597 -0.461237
1.54252 0.904646 548.011 66.2897 -0.534668
1.2369 0.957308 814.174 87.6443 -0.477527
1.52153 0.958989 856.17 96.3055 -0.436579
1.58482 0.940947 857.151 100.462 -0.373596
0.990368 0.904175 770.301 85.0634 -0.441066
1.5011 0.876007 871.044 87.1182 -0.466823
1.26315 0.959561 892.296 100.001 -0.458726
1.64192 0.938535 957.719 103.755 -0.418841
1.285 0.939888 897.979 100.252 -0.502004
1.31889 0.934452 904.322 99.4536 -0.46982
1.50584 0.854224 952.538 90.461 -0.475262
1.77684 0.970129 1786.03 201.022 -0.524373
1.90754 0.992294 1800.37 207.619 -0.603558
1.83641 0.947756 1765.49 185.805 -0.467319
1.03691 0.939542 1630.39 152.112 -0.500579
1.11971 0.885593 1661.85 138.335 -0.474276
2.5146 0.96977 2693.88 358.687 -0.453603
2.96834 0.968204 2793.57 345.15 -0.539764
2.44749 0.925869 2646.16 281.787 -0.464594
0.638967 0.941748 2306 203.388 -0.533051
1.41411 0.905048 2445.37 212.259 -0.376857
PDF: Cut Value 1 and TKR Plane 2
0.397868 0.933533 58.0213 5.60377 -0.340892
0.371995 0.936929 56.6191 5.36751 -0.269634
0.357758 0.949463 56.1352 4.99934 -0.296695
0.330141 0.946655 54.5853 4.74088 -0.288295
0.362898 0.949433 56.2728 4.90732 -0.262222
0.368093 0.93052 65.2098 5.81768 -0.361154
0.361494 0.932081 64.8664 5.52046 -0.293539
0.343202 0.945008 64.0822 5.20695 -0.298464
0.324633 0.949795 63.0567 5.07361 -0.292805
0.348918 0.948208 64.3238 5.03732 -0.284434
0.386313 0.914391 101.52 6.99028 -0.375161
0.334987 0.927629 98.8843 6.28871 -0.350965
0.361145 0.941782 100.445 6.38593 -0.344925
0.354489 0.953257 100.033 6.43849 -0.365971
0.347882 0.948771 99.688 6.33644 -0.376776
0.511098 0.952008 197.47 10.5861 -0.404576
0.533233 0.954883 198.82 10.4995 -0.36525
0.447296 0.95955 192.753 10.3616 -0.346854
0.496368 0.966537 195.281 10.6984 -0.38945
0.455849 0.96552 192.612 10.859 -0.380888
0.615982 0.96386 291.808 14.4613 -0.421742
0.606672 0.966352 290.688 14.3954 -0.403127
0.632537 0.971563 290.359 15.2533 -0.391043
0.700464 0.958839 292.274 15.5839 -0.348411
0.595254 0.969618 285.61 16.0149 -0.402902
1.15701 0.956766 496.632 24.2279 -0.310917
0.815692 0.964388 475.714 22.8808 -0.413484
0.983857 0.978267 480.845 24.9998 -0.41628
1.06522 0.97425 481.203 26.7479 -0.369255
0.998019 0.970269 474.821 27.4658 -0.349004
1.45194 0.956152 855.172 40.4515 -0.331221
1.67558 0.968484 860.375 44.3038 -0.348998
1.26288 0.977324 826.046 45.3455 -0.399127
1.56793 0.968088 832.216 50.149 -0.362199
1.8349 0.971003 843.489 52.0674 -0.398497
1.26014 0.95272 928.599 42.9985 -0.363566
1.30719 0.973332 922.502 46.2187 -0.382945
2.07826 0.973337 953.434 53.6003 -0.371411
2.03161 0.956968 937.165 56.4181 -0.333513
2.21216 0.969527 941.577 60.5397 -0.375109
1.39205 0.962434 1748.44 90.1392 -0.344357
3.43209 0.958987 1839.95 104.583 -0.322038
4.35933 0.965529 1852.55 115.796 -0.304929
4.34659 0.965072 1819.91 122.811 -0.335304
3.79396 0.979356 1784 128.794 -0.409785
0.192609 0.943357 2462.33 131.548 -0.337686
1.81816 0.961454 2507.92 149.265 -0.354469
5.35133 0.971766 2643.33 185.54 -0.322373
4.43975 0.97847 2536.23 191.37 -0.362226
4.19746 0.973719 2513.57 200.839 -0.404188
PDF: Cut Value 1 and TKR Plane 3
0.677606 0.96931 68.6918 8.79337 -0.221582
0.652381 0.974445 67.943 8.45529 -0.243378
0.576482 0.965619 64.0171 7.23732 -0.235625
0.628019 0.958409 66.8881 7.25389 -0.185052
0.552741 0.965126 62.4997 6.95284 -0.205951
0.675827 0.971783 77.3159 9.50532 -0.272519
0.599557 0.963422 73.9018 8.2947 -0.323136
0.547736 0.958343 71.1959 7.4938 -0.282376
0.565175 0.95715 72.1205 7.44269 -0.228975
0.545769 0.964286 71.2824 7.22723 -0.271479
0.731779 0.944821 115.969 11.1448 -0.279189
0.558458 0.953677 106.847 9.0568 -0.369656
0.51671 0.953282 104.841 8.27872 -0.36237
0.530827 0.946312 105.261 8.08276 -0.286412
0.477186 0.945481 102.375 7.79549 -0.330308
0.655173 0.95216 200.098 13.3033 -0.377746
0.583147 0.952294 196.46 12.3074 -0.351529
0.553705 0.962501 194.915 11.6675 -0.358794
0.548898 0.959914 194.097 11.5718 -0.34826
0.564094 0.960903 194.771 11.6316 -0.341988
0.679145 0.966466 289.627 16.4396 -0.413016
0.650355 0.956617 288.527 15.4995 -0.365021
0.606882 0.967365 285.19 15.3772 -0.367634
0.712738 0.965008 290.51 16.2229 -0.339918
0.706223 0.963128 289.118 16.3266 -0.361938
0.673237 0.963485 462.764 22.4712 -0.378879
0.550861 0.966203 454.835 22.5517 -0.386297
0.796489 0.973728 468.745 24.2708 -0.400467
0.86281 0.973827 469.783 25.4691 -0.395777
0.973111 0.964173 474.03 26.6642 -0.353898
0.753625 0.970026 809.942 38.2808 -0.358466
0.639706 0.967161 796.805 38.877 -0.378462
0.829816 0.967998 801.623 43.2495 -0.365138
1.46636 0.966674 833.206 47.9963 -0.353487
1.67231 0.972162 842.487 51.7229 -0.364297
1.15599 0.960151 921.345 43.048 -0.334298
1.55811 0.955155 938.772 48.6426 -0.288536
1.14219 0.961287 902.994 48.2206 -0.352625
1.54284 0.957499 916.309 53.6073 -0.324971
2.38944 0.962396 963.311 61.0223 -0.286893
1.92671 0.966774 1801.37 89.5952 -0.354942
1.88147 0.961062 1768.71 94.3143 -0.338109
2.1777 0.97254 1757.62 107.504 -0.396175
3.59541 0.97072 1814.95 121.624 -0.356045
4.8199 0.95952 1877.57 133.259 -0.309226
1.72164 0.950533 2589.22 130.425 -0.3644
0.483322 0.961676 2448.52 141.174 -0.362605
4.49553 0.962192 2655 177.014 -0.296258
3.71541 0.977288 2546 188.202 -0.348489
4.36615 0.958845 2563.8 198.664 -0.347951
PDF: Cut Value 1 and TKR Plane 4
1.09638 0.963143 90.31 11.9995 -0.0118139
0.899944 0.965549 78.6301 10.3146 -0.0621216
0.84886 0.970066 76.2 9.66962 -0.088168
0.836909 0.972434 75.8799 9.43101 -0.108585
0.808532 0.96818 74.2082 9.08377 -0.0842433
1.02563 0.965054 93.9208 12.4252 -0.0447784
0.968219 0.968712 91.7179 11.7276 -0.117072
0.788297 0.972835 81.4529 10.0325 -0.178292
0.828736 0.963099 84.1696 9.77568 -0.134553
0.829769 0.96661 84.2855 9.67094 -0.12315
0.722037 0.970816 110.463 12.6671 -0.319184
0.85615 0.951667 119.655 12.6281 -0.189687
0.701098 0.953335 111.443 10.6298 -0.268236
0.678061 0.950801 110.28 10.0909 -0.276222
0.681272 0.952681 110.557 9.97257 -0.268954
0.895804 0.946767 209.319 16.3575 -0.259712
0.699384 0.96116 198.59 14.5094 -0.376539
0.696648 0.957313 199.351 13.5498 -0.313856
0.690149 0.9532 198.881 13.1097 -0.314427
0.690781 0.956053 198.635 13.061 -0.306349
0.65265 0.963964 280.944 18.4368 -0.375752
0.67153 0.962682 284.008 17.5416 -0.385515
0.682252 0.965299 285.403 16.9724 -0.338967
0.713837 0.967495 287.871 16.7377 -0.380398
0.671391 0.964248 284.059 16.8099 -0.351393
0.668306 0.964844 455.233 24.7374 -0.335207
0.710492 0.964044 459.557 24.2811 -0.351723
0.625592 0.967477 453.84 23.6905 -0.392263
0.872436 0.964901 468.563 25.6047 -0.335904
0.950489 0.964807 472.706 26.1765 -0.367493
0.623241 0.964073 796.501 37.7701 -0.379617
0.629977 0.972684 792.468 39.6822 -0.379455
0.732224 0.98061 796.468 42.1664 -0.405816
0.877423 0.96951 799.573 45.5929 -0.365645
0.864715 0.976142 796.774 46.6221 -0.437107
0.932647 0.95812 904.395 41.9508 -0.341885
0.55645 0.968212 870.566 43.7012 -0.375348
0.592068 0.975654 868.971 45.7437 -0.421638
1.06588 0.973325 894.207 50.1954 -0.388622
1.14588 0.971971 894.988 52.5988 -0.398779
0.430577 0.966146 1694.78 79.5781 -0.350434
0.718946 0.965022 1692.49 88.0003 -0.324295
1.4894 0.970052 1726.55 103.439 -0.346808
1.29252 0.975009 1687.41 108.906 -0.383995
1.40857 0.979206 1685.09 116.014 -0.427878
0.444478 0.9737 2507.68 125.785 -0.402001
0.586902 0.972237 2474.29 134.137 -0.403982
2.11136 0.969512 2529.69 160.804 -0.363473
1.14888 0.975915 2407.12 170.879 -0.348358
1.92244 0.973731 2452.8 185.366 -0.403089
PDF: Cut Value 1 and TKR Plane 5
1.57053 0.950352 118.039 15.9801 0.0728128
1.05691 0.962958 86.1092 11.4857 -0.0452279
1.03978 0.967956 85.2061 11.485 -0.00921075
1.03445 0.974635 84.9838 11.3531 -0.013041
1.02268 0.973357 84.3629 11.0796 -0.0242763
1.14349 0.965587 98.6624 13.5411 -0.0115328
1.03896 0.972505 92.6852 12.5057 -0.0590144
1.08303 0.968107 96.6293 12.4618 -0.0612852
1.00363 0.973214 91.9599 11.8566 -0.0783941
0.919949 0.976488 86.6622 11.1911 -0.106167
1.04529 0.970298 127.241 15.7069 -0.181384
0.909964 0.964995 119.177 14.0348 -0.225987
0.876114 0.953598 118.901 12.7597 -0.239313
0.830228 0.961198 116.49 12.1844 -0.248306
0.867079 0.958013 119.233 12.1571 -0.260859
0.902556 0.951822 204.934 18.013 -0.272102
0.832799 0.954252 201.814 16.7826 -0.308683
0.783129 0.958793 200.608 15.5974 -0.327244
0.815305 0.951613 203.654 14.6664 -0.308452
0.827743 0.950873 203.828 14.6445 -0.272474
0.868786 0.955981 291.041 20.6837 -0.335448
0.785825 0.954065 285.757 19.4091 -0.314933
0.791158 0.96209 289.069 18.8251 -0.343901
0.791845 0.963029 289.34 18.2115 -0.342763
0.771799 0.957755 286.636 17.8068 -0.312675
0.789165 0.966246 459.124 26.4148 -0.357057
0.734944 0.966492 454.679 26.0541 -0.33787
0.702562 0.970564 454.06 25.3705 -0.363425
0.777585 0.97214 459.611 25.8625 -0.374662
0.795554 0.965843 459.628 25.8192 -0.37343
0.837435 0.961024 806.98 39.1506 -0.322987
0.64494 0.969233 787.822 40.2448 -0.359112
0.596422 0.974436 781.456 41.5988 -0.3848
0.772974 0.96938 790.192 44.6982 -0.349966
0.599169 0.969631 774.881 44.5177 -0.406264
0.595825 0.964254 870.367 41.8346 -0.367523
0.957662 0.969499 899.287 44.4893 -0.355057
0.543197 0.971284 860.528 45.1815 -0.399469
0.915396 0.970085 885.657 49.0094 -0.380771
0.905589 0.972421 878.668 51.52 -0.387301
0.594864 0.968028 1708.51 77.4587 -0.38667
0.750064 0.977268 1702.77 84.8184 -0.393882
0.268675 0.977506 1633.12 95.3787 -0.390009
0.287094 0.977734 1617.73 98.7956 -0.410965
0.598298 0.98239 1632.73 110.12 -0.408977
0.329744 0.966222 2495.41 119.377 -0.381727
0.564736 0.971279 2474.43 131.252 -0.364943
0.135997 0.973621 2386.25 144.303 -0.406073
0.0616664 0.981065 2342.58 159.035 -0.399553
0.612864 0.973 2377.32 168.675 -0.428537
PDF: Cut Value 1 and TKR Plane 6
1.20301 0.90088 92.878 12.872 0.0407875
1.11551 0.932723 87.5032 12.3513 0.0701611
1.06831 0.923179 84.9044 11.6329 0.0117393
1.11904 0.933156 89.5262 11.8358 -0.0262441
1.03463 0.945752 83.5282 11.3485 0.02203
1.18922 0.911979 100.028 13.5486 0.0310718
1.30987 0.923507 108.603 14.213 0.0460765
1.04166 0.940298 91.7056 12.5883 -0.0332303
1.06279 0.951176 94.1257 12.575 -0.0650996
1.06047 0.937242 94.5608 12.1709 -0.0767324
1.36483 0.928078 147.121 19.1001 -0.0756949
1.02997 0.942802 125.687 15.5136 -0.213044
0.954685 0.93995 121.512 14.4063 -0.194323
0.929669 0.936814 121.37 13.6393 -0.235554
0.983062 0.894694 124.79 12.9296 -0.179976
0.868309 0.953389 198.392 18.9657 -0.247782
0.896402 0.936251 202.514 18.0993 -0.245117
0.779996 0.952703 195.677 17.1362 -0.266006
0.914782 0.937307 207.753 16.8443 -0.287197
0.844738 0.921001 202.56 14.968 -0.224441
1.03872 0.915539 300.481 21.811 -0.262456
0.841894 0.938653 285.937 20.7047 -0.296029
0.879005 0.958192 291.634 20.5643 -0.325927
0.957647 0.945568 299.126 19.6004 -0.327483
0.928443 0.946145 297.099 19.0774 -0.310867
0.805751 0.950451 456.877 27.6477 -0.345267
0.760657 0.962466 453.309 26.962 -0.34831
0.797803 0.953573 457.216 25.734 -0.333259
0.770496 0.96189 456.011 26.4347 -0.375346
0.810369 0.945751 458.37 25.9789 -0.319641
0.929667 0.970011 814.553 40.1395 -0.353306
0.649006 0.968369 784.315 40.5731 -0.370594
0.584988 0.955886 772.659 41.6724 -0.306706
0.735704 0.948075 787.942 41.305 -0.395585
0.65629 0.946241 777.023 44.0669 -0.38748
1.0585 0.94194 910.756 42.777 -0.28246
0.704616 0.943779 872.138 42.595 -0.327813
0.522017 0.967261 852.213 46.7073 -0.37884
0.673447 0.952806 862.497 48.1339 -0.378039
0.758692 0.932171 866.483 47.0455 -0.376766
0.719623 0.959906 1720.24 75.6906 -0.407589
0.859094 0.966263 1708.93 85.7661 -0.316692
0.249541 0.970357 1630.41 89.8804 -0.401463
0.347898 0.952594 1619.74 96.6768 -0.333106
0.636518 0.957941 1644.33 101.005 -0.427306
0.05135 0.950304 2463.11 107.252 -0.390238
